"row_num","gen_method","b_Price","b_Acceleration","b_OpCost","b_hev","b_phev20","b_phev40","b_bev","b_bevRangeRel","b_noBEVFC","b_american","b_chinese","b_japanese","b_skorean","lambda_ICE","lambda_PHEV","lambda_BEV","LL1","LL2","LL3","LL4","gradNorm1","gradNorm2","gradNorm3","gradNorm4","stop_ef","stop_status","pruned_optima_row","end_conv","end_LL","end_ef","end_outcome_status","end_index"
29,"logit_random",-0.0488625218021596,-0.118867165565008,-0.167937818385093,0.131608044211609,0.0408066413134838,0.147593820753496,-0.199677109665978,0.0307352390385724,-0.278054344274375,0.0995260657554874,-1.56613429521995,0.00252861051571992,-0.584276993681493,0.328423199541867,0.672523477170616,0.397645660187118,-10641.085790737,-9282.27832732625,NA,NA,NA,2.11426787000234,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
30,"logit_random",-0.0407400330325382,0.0441117166680573,-0.0512726595739479,0.070754312567901,-0.00497573370422317,0.173897905685952,-0.218235231098253,1.06313128916867,-0.253109243140937,-0.225138421335186,-1.92088323986802,0.00844485327724143,-0.904181713506512,0.341455218982883,0.947242575157434,0.130779345566407,-23518.5868295522,-9332.35543232035,-9282.27832131977,NA,NA,484.755527034197,0.0448630250338629,NA,4,"dup_best_test0_conv",1,1,-9282.27832110769,1,"best",61
31,"logit_random",-0.112891101508832,-0.0910280877972711,0.0316799301587887,-0.0350021581580139,0.0128790508336882,0.315928662012579,-0.164601614101839,0.382643318846126,0.178930737869829,-0.140982376110231,-0.50897473425789,-0.0351968022011762,-0.369688282608968,0.825676954202354,0.860774386990815,0.198823163900524,-15629.3940815523,-9440.36108154469,-9282.27832115464,NA,NA,5338.33045861899,0.0891471339784978,NA,4,"dup_best_test0_conv",11,1,-9282.27832110769,1,"best",61
32,"logit_random",-0.143634736046879,0.0331075855874772,-0.165994009210147,0.11313103388947,-0.0119074139596556,0.0523370704066813,-0.0669557625279741,0.394497239557636,-0.667629029901515,-0.409222760972012,-0.879242848192543,0.0044647859829029,0.226739813400724,0.401425308245234,0.0368639501789585,0.344122224068269,-24124.5311530538,-9443.33237585111,-9282.27832178352,NA,NA,1327.53655055312,0.126819619291583,NA,4,"dup_best_test0_conv",1,1,-9282.27832110769,1,"best",61
33,"logit_random",-0.129294605863711,-0.047790963321511,-0.279296892979448,0.0804873423433059,-0.00909033225705459,0.0607733617942073,0.230040525824407,0.483525005232411,-0.140379528488125,-0.19173478202128,-0.441693387093132,-0.0387075510050695,-0.456565182072894,0.726129382001236,0.798678785897791,0.974702604208142,-11285.6421720821,-9282.27832612386,NA,NA,NA,0.248380098066539,NA,NA,4,"dup_best_test0_conv",1,1,-9282.27832110769,1,"best",61
34,"logit_random",-0.123937628671425,-0.0999333030577616,-0.0386622619922269,0.0533573993025893,-0.00666007780656073,0.276383323408484,-0.0912036644372,0.26263412964184,-0.437293966476413,0.0696461813487758,-1.96563419007391,-0.078086929426934,-0.805567719187758,0.866726754261181,0.876879775319248,0.23812218690291,-14441.2105714224,-9527.3538237552,-9282.27832232994,NA,NA,8641.72933972379,0.232570179535984,NA,4,"dup_best_test0_conv",1,1,-9282.27832110769,1,"best",61
35,"logit_random",-0.300527464203764,-0.0642372299697145,-0.129373527035116,0.233952581017301,0.041240808743521,0.134940545009954,-0.241321035489195,0.447191605923056,-0.424854086137348,-0.0637136612372308,-1.56555799744586,-0.0683580622463312,-0.527147306074735,0.744026414952241,0.103018557359464,0.255464644469321,-32713.5920222013,-9314.78614927282,-9282.27832112132,NA,NA,2206.83093871906,0.0539749192127142,NA,4,"dup_best_test0_conv",54,1,-9282.27832110769,1,"best",61
36,"logit_random",-0.159411313715219,-0.22647204672111,-0.168036563221071,0.0781192792187482,-0.0111383308672378,-0.00047769647941745,-0.112305048912854,0.0668937032671993,-0.185695912574097,-0.0719729828718366,-1.68842188797697,-0.0473170620433407,-0.182539654498934,0.491129684126936,0.960222019422799,0.135947483940981,-23146.6327751911,-10089.3628438846,-9283.90112825153,NA,NA,5110.09516344154,318.034074717107,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
37,"logit_random",-0.0955623159147192,-0.260949677254639,0.0176001222263773,0.0900216891050512,0.0316561647506414,-0.0963415475577671,-0.0200010282703163,0.0468760067899792,0.299458382950453,0.071401052884289,-0.515974148142009,0.0582089077480289,-0.529551508868999,0.851189223555848,0.344119722368196,0.234076794818975,-15228.9298121565,-9295.62697229836,-9282.27832171541,NA,NA,259.691697500136,0.113533082520935,NA,4,"dup_best_test0_conv",1,1,-9282.27832110769,1,"best",61
38,"logit_random",-0.117144662660394,-0.260118446311958,0.0133096713957547,0.186067235811776,0.0159089321075122,-0.0306200399001182,-0.0624420128338702,0.227199171948379,0.0660732255745611,-0.0431448345200215,-1.33972203099704,-0.0945841590497237,-1.25079411453717,0.105763487070799,0.980704872226343,0.728325690301135,-14444.2037233338,-9284.58770635997,NA,NA,NA,78.786981945921,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
39,"logit_random",-0.120829268761915,-0.0762271540455742,-0.10176334816113,0.084388693707756,0.00387031711247403,0.0153070122487665,-0.344743114950914,0.312191003305413,0.124147340991699,-0.0494520135452367,-0.40717259301066,0.0109382502667209,0.0340540335106084,0.157098903539591,0.157955951439217,0.119132372611202,-23263.4141441883,-9615.03838410251,-9282.27900463511,NA,NA,6048.63926103239,8.73025981712572,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
40,"logit_random",-0.0625422640340241,-0.106670468822296,-0.102985782799454,0.139144138369585,0.0232711433203639,0.267243815960071,-0.429096306119953,0.0910437909249451,0.297915137750491,-0.209938029972599,-1.38575186727286,0.0251791681580647,-0.180856883894903,0.734073960692622,0.804379433402792,0.266892727338709,-11152.2435952542,-9282.46730323414,NA,NA,NA,132.235641327173,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
41,"logit_random",-0.106629392782575,-0.277439968145796,-0.128159943111727,0.11415494917983,0.0293873268280281,0.0881662391629593,-0.237869044232662,0.0396461453620152,-0.601888695908459,-0.0309892725469309,-3.22284201074186,-0.1419142081841,-1.09605668859862,0.543627531598322,0.505576451695524,0.446343467230909,-13168.5546900665,-9282.2824191837,NA,NA,NA,37.4454554816824,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
42,"logit_random",-0.0491807597714779,-0.23505835354312,0.0577884045777039,0.219511989858199,0.0214548883909724,0.21235071012558,-0.635226082424086,0.345226858002844,-0.5179368096408,-0.116561418335862,-0.613496436479942,-0.0076006603678155,0.0442762218383429,0.057935357587412,0.76130588142667,0.179654940110631,-17733.2202323175,-9519.71014512379,-9282.27832458788,NA,NA,2360.76345450434,0.370671155143656,NA,4,"dup_best_test0_conv",1,1,-9282.27832110769,1,"best",61
43,"logit_random",-0.0878284637654204,-0.0671021490632055,-0.164200959871222,0.0923076633545622,0.0204381781903257,0.0592146828260812,-0.373568703267639,0.195138102227347,-0.487476599624027,-0.147813232584619,-0.853436150659576,-0.0209551427657548,-0.48315893262604,0.966876622163691,0.931857897094451,0.831617910945788,-9691.61438948149,-9282.27832233105,NA,NA,NA,0.102473624486233,NA,NA,4,"dup_best_test0_conv",1,1,-9282.27832110769,1,"best",61
44,"logit_random",-0.0795700669041592,-0.0042624781674544,-0.182976663649602,0.109172265866806,-0.0156205617362328,0.281094452178381,-0.230530437468423,0.228805095862794,0.043762739102487,-0.363705354283371,-1.76810405834797,-0.0788003763299671,-0.753693674965121,0.238284362507984,0.537353491196409,0.222192106507719,-13240.3195917361,-9282.35731285306,NA,NA,NA,44.136648403479,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
45,"logit_random",0.0142038564446635,0.0961265898570262,-0.18299144104117,0.0676489644570201,0.0449065342179587,0.0773833537231807,0.0621281234871981,0.505469077100747,-0.0750399277459452,0.0624968963960097,-2.26023276473326,-0.0937301974122556,0.193695743701452,0.752764041237533,0.626277578519657,0.917523740711622,-13908.0828162017,-9284.45945601475,NA,NA,NA,258.317544180326,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
46,"logit_random",0.0588409619886122,-0.1405997472582,0.170314650791761,0.171500531654391,0.0441447741890399,0.110133442551657,0.174850874720386,0.511428485613607,-0.298057624571977,-0.0588581119387727,-0.845144249979349,-0.0982343246302312,-1.09442032174759,0.469415761008859,0.864378981986083,0.67372168768663,-21227.5379253771,-9282.39935022268,NA,NA,NA,54.2721620723941,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
47,"logit_random",-0.0610671507781778,0.0047392641917483,0.0373334474039135,-0.0176263690099173,-0.023215250985742,0.193902418902264,-0.534845608803258,-0.210041635814544,-0.298277666671263,-0.101531039831185,0.0115897569048242,-0.177129245494844,-0.170725714256734,0.0244289296073839,0.501636163643561,0.123168215383776,-27928.4683918948,-10437.7944591922,-9310.49972946588,-9282.27832202089,NA,21389.2512838944,3129.64396162159,0.0785305503360979,4,"dup_best_test0_conv",61,1,-9282.27832110769,1,"best",61
48,"logit_random",0.0495826550866543,-0.228866313641488,-0.182388852308357,0.052730514118771,-0.00235833667856967,0.209547035402518,-0.333678229020013,0.574986388309125,0.142478985948362,-0.0449681558499136,-0.657594558536645,-0.143763765465487,0.0689829585366623,0.238823549835943,0.333828787906095,0.243517146920785,-28428.8114572012,-9283.58448773016,NA,NA,NA,341.621662944366,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
49,"logit_random",-0.0812301822235289,-0.0137906252023595,-0.00494789118866579,0.152141844921865,0.0015050920545718,0.163490328188909,-0.247844464947184,0.0418367040066326,-0.433558884892815,-0.188218434097391,-2.55684019053505,-0.123807208514638,-0.511667701736183,0.287013449245133,0.46598767049145,0.444476941367611,-12165.8736151556,-9283.04522556042,NA,NA,NA,81.9091110222354,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
50,"logit_random",-0.030114345262182,-0.132295790118077,-0.0978449576311355,0.0230007027746239,-0.0101896725855441,0.309782669429445,-0.134201256782,0.379749331496118,0.150491220934365,-0.235645689832181,-1.35948388406682,-0.114170372447176,-0.154292726806916,0.621857265471481,0.241960825934075,0.150758439623751,-13617.8569668957,-9295.08656888734,NA,NA,NA,2731.9082626909,NA,NA,0,"pruned_test1_too_close",3,1,-9282.27832110769,1,"best",61
51,"logit_random",-0.13119658507087,-0.081186235753874,-0.334462199329324,0.028243978952294,0.00350111159374758,0.0620088878801135,-0.556826887752561,1.0674095987207,-0.111007472160606,0.0353577241011347,-1.27574397084113,-0.0536614320449658,-0.783647638577179,0.812537107928656,0.160298613528721,0.388775261030532,-15956.525180326,-9283.86039282797,NA,NA,NA,275.203398095883,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
52,"logit_random",-0.0451482510161962,-0.126934263826414,-0.161004486160589,-0.0482485611364341,-0.0269046540170078,0.392796449958251,-0.0658754680730587,1.03363209612108,-0.0416328797029812,-0.0943596984288917,-1.06387816718422,-0.122781261122786,-0.786234375620397,0.830101586584933,0.169089631852694,0.335508880070411,-14218.7918002306,-9283.39544880734,NA,NA,NA,845.134707943362,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
53,"logit_random",0.0951374080220994,-0.0293956666079211,-0.330446171229379,0.0747406873406,0.0371349317976486,0.101474698683826,-0.273117881112238,0.514313593631528,-0.542646237211453,-0.0331701370047139,-0.803654765429875,-0.0740113613759717,0.142910915579633,0.14734029726591,0.726072094119154,0.68591073368676,-32743.850246062,-9286.96312928897,NA,NA,NA,1057.72541924469,NA,NA,0,"pruned_test1_too_close",10,1,-9282.27832110769,1,"best",61
54,"logit_random",-0.0297027235710127,-0.124881821740024,-0.0731873732517184,0.109426945424476,0.0268360110549623,0.104818799158506,-0.178030303454656,0.317503370551468,-0.322199111213025,-0.126996311224751,0.493607936233462,-0.127677845630683,-0.671025063151016,0.749287427230738,0.614430673317984,0.205323245362379,-14432.1531601681,-9308.58262290913,-9282.27832112074,NA,NA,713.87765888185,0.0381149669073781,NA,4,"dup_best_test0_conv",61,1,-9282.27832110769,1,"best",61
55,"logit_random",-0.0678899546876512,-0.111714766497084,-0.314689682665814,-0.0755955293712053,0.0750723657946094,0.350821387977819,-0.575511361133321,0.714207899854148,-0.0587265340956823,-0.273379909189963,-0.279766847273666,-0.0150118166329152,-0.360646804795141,0.848842931217514,0.542710392242298,0.909824640084989,-10987.4616681597,-9282.77292260731,NA,NA,NA,448.73779040212,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
56,"logit_random",-0.120760360960266,-0.20084905413903,0.0722181313806786,0.0563786169683876,0.0301144677542293,0.21634930915753,-0.730623297127724,-0.183517197344378,-0.721946929438873,-0.143978260317244,-0.145852417852258,-0.00335746295669966,-0.479361020887593,0.504962993036024,0.657066043079831,0.820363221857697,-12864.2388264828,-9282.27833989538,NA,NA,NA,0.956572770621822,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
57,"logit_random",0.0162550664315046,0.0615939794048152,-0.323250344738509,0.063824472517738,0.0306816547511122,0.232667409242723,-0.44945353253492,0.337163975923205,-0.584877720406664,0.195753102333569,-0.957851330789936,-0.0714001568639489,-0.740937833689112,0.120794846317731,0.236383570837788,0.472079046629369,-20752.2340744143,-9285.3040216174,NA,NA,NA,527.692633922722,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
58,"logit_random",-0.156707270786331,-0.11513001406,-0.263161796987705,-0.0101165731359425,0.00916336851146898,0.658572037537044,-0.118822497652342,-0.128777593951625,-0.138891127509888,-0.219127718418443,-2.16986547112048,-0.0147053980449839,-0.505748383724209,0.448479103371501,0.0252769644046202,0.802797893481329,-26984.4670790083,-9341.03714196121,-9282.278321167,NA,NA,658.457016060316,0.106289236445289,NA,4,"dup_best_test0_conv",11,1,-9282.27832110769,1,"best",61
59,"logit_random",-0.0878012869023903,-0.246163326618447,-0.223420171434419,0.124370131373125,0.018394993962234,0.111007089297726,-0.29197567681348,-0.373863544981043,-0.450518501531415,-0.0252556820715402,-1.75630896267773,-0.136128827166703,-0.403154403102016,0.370508660306223,0.530894531486556,0.290136583573185,-14891.4859207992,-9283.03529016501,NA,NA,NA,68.4355325834917,NA,NA,0,"pruned_test1_too_close",1,1,-9282.27832110769,1,"best",61
