"row_num","gen_method","b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","lambda_ICE_1","lambda_PHEV_1","lambda_BEV_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","lambda_ICE_2","lambda_PHEV_2","lambda_BEV_2","class_intercept_2","b_Price_3","b_Acceleration_3","b_OpCost_3","b_hev_3","b_phev20_3","b_phev40_3","b_bev_3","b_bevRangeRel_3","b_noBEVFC_3","b_american_3","b_chinese_3","b_japanese_3","b_skorean_3","lambda_ICE_3","lambda_PHEV_3","lambda_BEV_3","class_intercept_3","b_Price_4","b_Acceleration_4","b_OpCost_4","b_hev_4","b_phev20_4","b_phev40_4","b_bev_4","b_bevRangeRel_4","b_noBEVFC_4","b_american_4","b_chinese_4","b_japanese_4","b_skorean_4","lambda_ICE_4","lambda_PHEV_4","lambda_BEV_4","class_intercept_4","b_Price_5","b_Acceleration_5","b_OpCost_5","b_hev_5","b_phev20_5","b_phev40_5","b_bev_5","b_bevRangeRel_5","b_noBEVFC_5","b_american_5","b_chinese_5","b_japanese_5","b_skorean_5","lambda_ICE_5","lambda_PHEV_5","lambda_BEV_5","class_intercept_5","b_Price_6","b_Acceleration_6","b_OpCost_6","b_hev_6","b_phev20_6","b_phev40_6","b_bev_6","b_bevRangeRel_6","b_noBEVFC_6","b_american_6","b_chinese_6","b_japanese_6","b_skorean_6","lambda_ICE_6","lambda_PHEV_6","lambda_BEV_6","class_intercept_6","LL1","LL2","LL3","LL4","LL5","LL6","LL7","LL8","LL9","LL10","LL11","LL12","gradNorm1","gradNorm2","gradNorm3","gradNorm4","gradNorm5","gradNorm6","gradNorm7","gradNorm8","gradNorm9","gradNorm10","gradNorm11","gradNorm12","stop_ef","stop_status","pruned_optima_row","end_conv","end_LL","end_ef","end_outcome_status","end_index"
25,"logit_random",0.0105434649198022,-0.0577903453934501,-0.0814339722316185,0.0941664457812733,-0.000907872686507015,0.153017424576948,-0.39179244222157,0.12836776123638,-0.323720099820599,-0.108375727589746,-2.00624005776818,0.0059964901443898,0.00481198054458298,0.891290236748755,0.649886972974055,0.475485226963647,-0.0343350159340362,-0.0963957191773282,-0.130063705807895,0.159626566947209,-0.00808687962295347,0.179102702117559,-0.0894346627534502,0.571943150055979,-0.337715709946615,-0.030827096358382,-1.99935143505469,-0.0732156285708014,-1.23553161857539,0.439378596409224,0.303596415175125,0.695481105283834,0.0890046778791978,-0.0232406743611377,-0.171107043801582,-0.0215567804000398,0.142161077124327,0.00873089787143524,0.41273404582228,-0.419566220029504,0.15313428969838,-0.413188921902608,-0.100881411139922,-0.690422438269265,-0.164326383832285,-0.35546460237759,0.891066001001745,0.0208903239108622,0.431016121543944,0.493741785835225,-0.0946991283956484,-0.0807179350118055,0.0141204348984807,0.230766269416443,0.0326218580749292,-0.038943330530444,0.302571275923885,0.188639870380521,-0.311548712764199,0.00726070127197383,0.882789467719316,-0.0765780767436498,-0.473903573894972,0.351693137893453,0.356670153136365,0.30075072791893,-0.76641293008292,-0.114033042771663,-0.0654787637175051,-0.136363922184111,0.0676931917342085,0.0286393045296583,-0.158062239729497,-0.69549551327466,-0.115756959622801,-0.497363885379136,-0.0424366368559699,-1.2923094796483,-0.045338404650336,-0.569684358264148,0.425927230976522,0.566405418813229,0.641385860936716,-1.29851948490685,0.0325259776915271,-0.201420013954209,-0.152097699660296,0.0066747916985713,-0.0398211758168722,0.434826388566781,-0.195766750758611,0.012873224143752,-0.223841126283394,-0.160961072205419,-1.09825149205686,-0.121265327317719,-0.499035504567643,0.152767841219902,0.7475854581967,0.142243778612465,0.185264440188478,-9624.15090668381,-8295.076754261,-8111.89411221217,-8044.55565315194,-8019.27920922522,-8012.84256139774,NA,NA,NA,NA,NA,NA,NA,2721.99718087854,1784.87661495784,1393.84742733501,1011.38126129829,NA,NA,NA,NA,NA,NA,NA,5,"pruned_test3_bad_gradient",0,0,-8012.84256139774,5,"pruned_test3_bad_gradient",25
26,"logit_random",-0.0582157285720307,-0.130797855062492,0.0342639380188395,0.0050624891620356,0.0380201742653392,0.0478670469255921,-0.461453644585763,0.565499469753155,-0.25555701080225,-0.285299843487795,-1.06685907292447,-0.148637457242313,-0.0136369334986451,0.876834738329053,0.401165138054639,0.82259398420807,-0.077442252734627,-0.0777417731968002,-0.175053895639204,0.0277484360316581,0.027375286701085,0.0511982664074967,-0.285470655579446,0.748856078938298,-0.46341784425102,-0.0985284780198475,-2.03715199265393,-0.0206381221543804,0.166592148579099,0.361892433557659,0.149837207053788,0.930292847538367,0.703328419985449,-0.0221520701079354,-0.267379224173644,0.0790845481320859,0.116486709899393,-0.000266540050113055,0.0565904136238494,-0.463357819090012,-0.002485386538711,-0.531464305684567,-0.134048815777393,-1.68576449577216,0.11303213517785,-0.29887031904215,0.723322713188827,0.950246175043285,0.217802061885595,0.254002734102388,0.0301904045744539,0.019150310440623,0.153821515513409,0.178776108884304,0.0190980066836497,0.110863282241582,-0.496491686978798,0.656784703399555,-0.387133476147049,-0.155942797722367,-0.516693087520865,-0.00745553523989454,-0.422856540081432,0.322934368271381,0.411433597374707,0.372427712972276,-0.598119410101509,0.07795841409691,-0.14729832351052,-0.254976614683712,0.03463279728001,0.0241926909006123,0.0124274914789492,-0.379522549260698,0.266306036989743,-0.306703144190773,-0.169093538368466,-0.00397768078358385,0.00188388516224359,-0.247914119688431,0.446685615102761,0.679973374335095,0.558011167976074,-0.0495074031089468,0.0274492301326728,0.00203301994941159,-0.204236346012971,0.0574918243705427,0.0254700073233205,-0.127237639138105,0.109049730975954,0.712099171238152,0.00792306589589614,0.117255245505052,-3.79169490715276,-0.111791646845969,-0.800495163638589,0.0644055733503774,0.0897816335316747,0.621643155859783,0.189754233102071,-10019.8270670351,-8290.53610252242,-8039.7768142104,-8016.55970058594,-8007.68125017703,-8004.14500209804,-8002.81639580461,NA,NA,NA,NA,NA,NA,1649.030548941,874.870793046183,705.357980846081,609.561001734106,552.436663562777,279.686573634161,NA,NA,NA,NA,NA,0,"pruned_test1_too_close",9,1,-8002.38881707089,3,"test0_worse_conv",19
27,"logit_random",-0.0488625218021596,-0.118867165565008,-0.167937818385093,0.131608044211609,0.0408066413134838,0.147593820753496,-0.199677109665978,0.0307352390385724,-0.278054344274375,0.0995260657554874,-1.56613429521995,0.00252861051571992,-0.584276993681493,0.328423199541867,0.672523477170616,0.397645660187118,-0.151845282432807,-0.20107796411265,-0.00381722158139486,0.215132542230864,0.031347667635621,-0.00724207675764818,-0.163234432928606,-0.0909587754685495,-0.337023107104903,0.222471091467442,-2.30513766170807,-0.0809559980028346,0.00369078381487709,0.481455017374828,0.259778370810673,0.586745946467854,-0.592473350598777,-0.219487156290567,-0.0370857397998612,-0.292312326516718,-0.0106436259209624,0.00300838120530987,-0.246978897428607,-0.155799734784673,0.557689512501112,-0.247640816887393,-0.0609204553468796,-1.59906657012178,-0.0685880458840252,-0.389786890874382,0.572441971348599,0.186095604142174,0.582034384557046,-1.00908218986327,-0.00677566915186697,0.00520738813789862,-0.219172335964803,0.0997747643647282,0.0159560492284335,0.0608163495271599,-0.366722414173459,0.357975843444538,-0.4473753945424,-0.0545638626047114,1.37089643983584,-0.00439679469476954,-0.246587817118541,0.896108799274079,0.62896302965004,0.799073924678378,-0.0873821487003967,-0.0146947097004634,-0.165393563605846,-0.0891573567759946,-0.0115687491529685,0.010401607636516,0.176242802292299,-0.184286546148418,0.301787366015415,0.15921829706631,-0.0179654137234882,-1.04116835994039,0.0130377153603164,-0.350893333809474,0.347814723793417,0.821552555491217,0.465368233444169,-0.237927589889524,-0.0817732120891581,0.00312799449861208,0.0118821704416392,0.0446306201462985,0.0176716838431839,-0.023621534897514,-0.618944540528126,-0.0241669498514107,-0.444987928827969,-0.152899389756032,-0.865766769601543,-0.0719173227835326,-0.440041364026935,0.961703797550872,0.717530351360328,0.548448050487787,-0.936542336190638,-9080.50997883058,-8200.45835767657,-8055.5003498891,-8045.14536807616,NA,NA,NA,NA,NA,NA,NA,NA,NA,2152.94523994956,692.977875920255,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"pruned_test3_bad_gradient",0,0,-8045.14536807616,5,"pruned_test3_bad_gradient",27
28,"logit_random",-0.0407400330325382,0.0441117166680573,-0.0512726595739479,0.070754312567901,-0.00497573370422317,0.173897905685952,-0.218235231098253,1.06313128916867,-0.253109243140937,-0.225138421335186,-1.92088323986802,0.00844485327724143,-0.904181713506512,0.341455218982883,0.947242575157434,0.130779345566407,-0.0685035673302781,-0.129776615117045,-0.0874159262931858,0.049811409901858,-0.00592138621692298,0.0326702352474697,-0.322414763567363,0.397994557461295,0.10432749720687,0.00373059583420828,-1.89675962022623,-0.1269616664822,-0.647795669888285,0.394286924307235,0.668391944142058,0.340947004682384,0.459473676466188,0.00930260931096524,-0.0751289724887676,-0.121048246092809,0.145102788177474,0.0284008946567346,-0.0401123678628566,-0.377790814659482,0.164967672096312,-0.149425985627538,-0.117411606642429,-0.444677184912101,-0.0947174643440942,-0.408410438432043,0.905180791099556,0.280537867057137,0.634235759577714,0.379756571092951,0.0123615220924036,-0.213036559224511,-0.257250559597248,0.0603718938388766,0.0272606336058062,0.158391583914435,-0.0813297897643013,-0.058304224120466,-0.336215502304088,0.231227765964642,-0.321155452266156,-0.111289289916456,-0.680898626562426,0.833890011357143,0.403797936430201,0.0833771718200296,-0.458243148448615,-0.0384660944512795,-0.154962869063482,-0.180666420197566,0.0468422144591521,0.0175520505291793,0.139745690941839,-0.316408862698539,0.152663724486059,-0.0294225725824196,-0.0741913064267628,-2.34962501911669,0.0116575984259335,-0.495884442283014,0.98675690180622,0.977790359468199,0.237059107664973,0.663430661455757,-0.000887654047971226,-0.168253020721183,-0.230608466425852,0.132740627048347,0.0338456983144678,0.179516887882723,-0.517444475990331,0.149208823472855,-0.458492739020975,-0.159653947104437,-2.22286446567051,-0.0649215057384028,-0.27352649064466,0.180912521053106,0.339619780690409,0.660129624898545,-0.280687855675056,-10029.5170561076,-8445.10463094199,-8191.87233393271,-8089.81261242271,-8029.11067760738,-8018.69362752481,-8015.07706175131,-8014.06885018963,-8013.72545172389,-8013.62378044931,-8010.8551293916,-8010.85488782996,NA,2642.29719901729,1488.85385737137,1635.39803167937,701.870870146867,444.323793089946,111.420362005597,31.4303039905471,45.6948488100831,21.9833223676255,5.08920668754785,2.09242089793324,3,"test0_worse_conv",0,1,-8010.85488782996,3,"test0_worse_conv",28
29,"logit_random",-0.112891101508832,-0.0910280877972711,0.0316799301587887,-0.0350021581580139,0.0128790508336882,0.315928662012579,-0.164601614101839,0.382643318846126,0.178930737869829,-0.140982376110231,-0.50897473425789,-0.0351968022011762,-0.369688282608968,0.825676954202354,0.860774386990815,0.198823163900524,0.0140394779781699,-0.22802706225421,-0.267379418471038,0.0762955041287473,0.0401743255401829,0.138650089929651,-0.144173640582413,-0.0155086286796041,-0.382491788051622,-0.145300938515531,-1.80988523902653,-0.00198034233870407,-0.141629353122976,0.457063268702477,0.301455955435522,0.019935218221508,-0.992378045229456,-0.0391834916703344,-0.0585991607286853,-0.229076952092694,0.201508877347301,0.000702304245042574,0.274603567602224,-0.460792105259443,0.429600699451421,-0.430826166045958,-0.191532117959377,-2.17481768325721,0.0146687129927981,-0.271443190551508,0.746126455715857,0.715033788396977,0.403031578124501,-0.197394264165164,-0.162300206143962,-0.0140065315731538,-0.313348638526591,0.0782097285128345,0.0246972827148347,0.110188163481669,-0.261146010850268,0.346803117928516,-0.389634140959149,0.0173865388169514,-2.72792745668672,-0.116883570868284,0.0530985284668024,0.131328392066062,0.180132117038593,0.632935560746118,-0.0309684187222743,-0.007965288239814,0.00586198931260622,-0.104379412936048,0.244238262970064,0.0259780938957764,-0.0774750051131569,-0.140456715290785,-0.0676781117775554,0.021677041803529,-0.18204548628425,-2.89211376298598,-0.105144790110153,-0.147121746566676,0.454245878676884,0.571115183853544,0.224947552760132,0.675232045997036,-0.0213048121967483,0.034485131934188,-0.157036756009024,0.0146381495693214,0.0269165029980943,0.189816449828049,-0.371284304208051,-0.0362829819320623,-0.537845494339119,0.00262741333950217,0.16392223978582,-0.0405272636561684,-0.653012222875284,0.420332066500559,0.332340781311505,0.305220993738621,0.517880096668166,-9499.73156709134,-8846.91638121054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"pruned_test3_bad_gradient",0,0,-8846.91638121054,5,"pruned_test3_bad_gradient",29
30,"logit_random",-0.143634736046879,0.0331075855874772,-0.165994009210147,0.11313103388947,-0.0119074139596556,0.0523370704066813,-0.0669557625279741,0.394497239557636,-0.667629029901515,-0.409222760972012,-0.879242848192543,0.0044647859829029,0.226739813400724,0.401425308245234,0.0368639501789585,0.344122224068269,-0.0526919043222117,0.0499656265076963,0.0205889042312253,0.0546411739839768,0.0533579548386334,0.106373112597988,-0.465780894655547,0.44636242689241,-0.732701088849287,-0.227953887505421,0.708426908308976,-0.0494565092466373,-0.527590006063083,0.50732396107167,0.196185758234933,0.357191786579788,-0.294935760962536,-0.0172606773578909,-0.0289977529704583,-0.0176401851241,0.0944616010826889,0.0199691281831442,0.149097192816848,0.0748365742236975,0.150666806978491,-0.329751176506112,-0.0894765367880392,-1.00153990834047,-0.00182513849807519,-0.976081985607775,0.198675379231572,0.72219563592691,0.176538423742168,0.100960143505387,-0.0844312927268455,0.0491556359444899,-0.108328261001136,0.0697746918544789,0.0228183119212059,-0.0165727597432647,-0.421892503661325,0.185945187095883,-0.575157550892688,-0.196149030336732,-2.21273774997526,0.0102940776071678,-0.407800015645723,0.0608209675410762,0.462832105332054,0.560243328576908,0.213178116815185,-0.0280259942107308,-0.0834779339729592,-0.183868489895136,0.102570787229238,0.0260308883740137,0.407984863385796,-0.430563409085446,0.296160304377786,0.0473200949373088,-0.134823357254535,-3.04527116739548,-0.132516519512032,-0.815996106896888,0.654011868191883,0.501539595830254,0.294069433151744,0.639009478891898,-0.0760145234058911,0.165045821834444,-0.320383358865171,0.111112798362991,0.0339199160806038,0.0385435078821576,-0.597063377625702,0.218430598455148,-0.716436417514591,-0.197024901458071,-2.78206944867084,-0.0432873938607616,-0.815953119060987,0.405552568715066,0.9102464346122,0.327276800731197,-0.346750880662773,-9646.61814517217,-8222.91609728015,-8089.32539675766,-8041.65504614616,-8025.08999216329,-8023.46654417913,-8022.46749414134,-8021.64256205717,-8021.39106942421,-8021.37530584416,NA,NA,NA,571.024546688391,810.330101425563,974.138461929064,276.040048426254,109.887636415074,64.9357006220322,79.4595483545938,24.8663338801689,11.5925295035427,NA,NA,3,"test0_worse_conv",0,1,-8021.37530584416,3,"test0_worse_conv",30
31,"logit_random",-0.129294605863711,-0.047790963321511,-0.279296892979448,0.0804873423433059,-0.00909033225705459,0.0607733617942073,0.230040525824407,0.483525005232411,-0.140379528488125,-0.19173478202128,-0.441693387093132,-0.0387075510050695,-0.456565182072894,0.726129382001236,0.798678785897791,0.974702604208142,-0.0029685371175623,-0.00111338704051185,-0.0959711455960588,0.294891710265412,0.0142687432321236,0.0836003390516546,-0.132318966140485,0.160842813967713,-0.335718804707759,-0.134955722913674,1.06070573670346,-0.0202342698543183,-0.747444340855285,0.276232982231304,0.0600920229312032,0.361916966144927,-0.58547445432897,-0.0191506535635115,-0.0461553737655268,-0.169175951298051,0.0374852436405632,0.0122802208776829,0.0708127734406618,-0.281668648493478,-0.186509986980238,0.0810857576133447,-0.166814562004048,-1.85853026135501,-0.0378879517619638,-0.170476634297118,0.58201905651018,0.464411555179395,0.664350997344591,0.335856652203492,-0.10989191741717,-0.228546113059937,-0.060174717977979,-0.0172167203824932,0.00797050350848123,0.244383756816229,-0.579687864669613,0.304946345799054,-0.458301763111621,-0.175817914695109,-1.44099289455938,0.0944988844702393,-0.416640719129829,0.879216090291739,0.583190666954033,0.0845850322721526,0.0840554980660809,-0.0626110394640678,-0.144190411129395,-0.184713878471311,-0.0388939402172467,0.0590470353701296,0.117690061646883,0.14315877588841,0.285185847688884,-0.443238392447648,0.0913234209590944,-0.218519781061386,-0.0706053056748392,-0.0503357174423772,0.915759802348912,0.521991274356842,0.909282708964311,-0.0734832448485395,-0.0276586176516005,-0.004308779823978,-0.137334367513407,-0.00310251460468353,0.0128112597806523,0.0854200749601675,-0.228143529086804,0.591429143151569,-0.654675948046538,-0.105827585106621,-0.123789881037049,0.00557668579166531,-0.529767242720679,0.270518803093582,0.260358740813099,0.596868004081771,-0.163788980854703,-9055.88866707659,-8242.28282812537,-8096.00950972078,-8039.61321670995,-8022.64163992406,-8021.64337551846,NA,NA,NA,NA,NA,NA,NA,2523.05686662298,1178.48526143406,930.690346368477,165.169272031093,NA,NA,NA,NA,NA,NA,NA,5,"pruned_test3_bad_gradient",0,0,-8021.64337551846,5,"pruned_test3_bad_gradient",31
32,"logit_random",-0.123937628671425,-0.0999333030577616,-0.0386622619922269,0.0533573993025893,-0.00666007780656073,0.276383323408484,-0.0912036644372,0.26263412964184,-0.437293966476413,0.0696461813487758,-1.96563419007391,-0.078086929426934,-0.805567719187758,0.866726754261181,0.876879775319248,0.23812218690291,-0.152766133599755,0.0131089337105389,-0.199616597694243,0.0557598743702993,0.0262484909725954,0.10394587456294,-0.154567851508964,-0.240193909328279,-0.196002898558149,-0.0799264427697697,-1.82760952045436,0.0462769679541676,-0.923782475903395,0.059716818346642,0.712918669208884,0.734713263940066,0.485702240951389,0.00400549799219453,0.0178442923063712,0.022228016764994,0.110605520801953,0.00415692584731805,0.179360551342382,-0.104595284139758,0.361009793414803,-0.26112691569451,-0.220850291410041,-1.15233225944254,-0.082106515503904,0.220468944623482,0.636479569603689,0.287581075271592,0.839554024152458,-0.644422296267191,-0.0349346368023616,-0.0864626907006962,-0.0430499399466132,0.137848057550324,0.0468458767252233,0.228484923957717,-0.0815293749898411,0.488106308913139,0.00490281346345189,0.0243873318657842,-2.66803760637686,-0.0780469132855103,0.0262033164252007,0.577521885093301,0.190492267408408,0.604096165602095,-1.10829901009729,-0.0918692758027941,-0.0952120452709633,-0.178503737906751,0.295033160068374,0.0387276479589248,-0.0526145990572618,-0.0558211519354453,0.271691474611113,-0.131809419504983,-0.0866443793541364,-1.48328207109049,-0.107964161322245,-0.208415202889208,0.198938768045045,0.550367647348903,0.280626315297559,0.389383979013419,0.0189941789785461,-0.162445069693122,-0.136964214710968,0.140996214466828,0.0279728756336893,0.386403641154831,-0.127915012884727,0.336855277994339,-0.354731527558007,0.166552713458871,-2.09380338949991,-0.041779691685098,-1.00529838912175,0.570805311198346,0.917401878437959,0.937207439756021,-0.51678344101043,-9468.15996077788,-8188.49900863866,-8044.2437210098,-8036.11681092322,NA,NA,NA,NA,NA,NA,NA,NA,NA,2240.46173002493,1341.49730191313,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"pruned_test3_bad_gradient",0,0,-8036.11681092322,5,"pruned_test3_bad_gradient",32
33,"logit_random",-0.300527464203764,-0.0642372299697145,-0.129373527035116,0.233952581017301,0.041240808743521,0.134940545009954,-0.241321035489195,0.447191605923056,-0.424854086137348,-0.0637136612372308,-1.56555799744586,-0.0683580622463312,-0.527147306074735,0.744026414952241,0.103018557359464,0.255464644469321,-0.0547528684260156,-0.205374158358976,-0.0825144258858238,0.0477212332118802,0.010106685696407,0.0261574889934169,-0.225326140267996,0.170911726479572,-0.183084751034885,-0.121278034388647,0.558563196846249,-0.0673256646345168,-0.139856107217438,0.738220087047666,0.883135284110904,0.168030814905651,-0.673691725132924,-0.123174771476757,-0.0160859928700221,-0.11923129909385,0.261971811985829,-0.00395107202525023,0.329424344535871,-0.554115165510291,0.0398004122267753,-0.302256269714343,-0.0458968965967486,0.695198281267047,-0.0450912082763945,-1.10295079414114,0.457628957303241,0.691090285782702,0.55614528647624,-0.496152262097355,-0.0429459428247872,-0.224681599877526,-0.158594951924999,0.251267863959005,0.028946863988473,0.211925081051439,-1.03261366908635,0.931975327585441,-0.180521925411537,0.0171871974080488,-2.83748775692889,-0.0386474747032972,-0.325807967148346,0.598302140613087,0.0620779084553942,0.646847222335637,-0.288579847998391,-0.131306217244115,-0.12107330565568,-0.290090687532756,-0.00893788045686893,0.0325422101121311,0.232547159495644,0.0290177586408308,0.240134164478079,-0.0919843830981054,-0.249244602259858,0.790973390879202,-0.0771493488285892,-0.39465486661249,0.593147963979281,0.628346166177653,0.139070408120751,0.75845262692268,-0.037293886074544,-0.0330116084518929,-0.0358346996222571,-0.00526259672499214,-0.0191032623137174,0.058703038220665,-0.218949420552079,0.495394306988865,-0.697401938535556,-0.240511286051826,-0.778838918818908,-0.115227907050273,-0.722542315261483,0.402644193382002,0.537035758630373,0.368862366192043,0.612259018141893,-9831.87992419131,-8485.29961852462,-8133.77324445591,-8032.96640506038,-8002.55855454506,-7992.85759557221,-7991.86486022327,NA,NA,NA,NA,NA,NA,1957.68633737594,1711.51585507574,799.327973192446,576.607141720991,539.536196302657,NA,NA,NA,NA,NA,NA,5,"pruned_test3_bad_gradient",0,0,-7991.86486022327,5,"pruned_test3_bad_gradient",33
34,"logit_random",-0.159411313715219,-0.22647204672111,-0.168036563221071,0.0781192792187482,-0.0111383308672378,-0.00047769647941745,-0.112305048912854,0.0668937032671993,-0.185695912574097,-0.0719729828718366,-1.68842188797697,-0.0473170620433407,-0.182539654498934,0.491129684126936,0.960222019422799,0.135947483940981,-0.111617013609103,0.0467962447608113,-0.476169825549851,0.0223582441459795,-0.0084109005450397,0.154943171942082,-0.223534904716626,0.637247726343908,-0.311032933494646,-0.163874950205027,-0.892232626920768,-0.0590066263762265,-0.256981229464068,0.29867052460555,0.352523636603728,0.354046729062684,0.536893156534283,-0.00793627662138612,-0.0846298559288585,-0.289024204268443,0.0612658333388214,0.0248492788913162,0.298550668059609,-0.61995234777837,0.711023227240065,-0.182841085500114,-0.0767071930649921,-2.64191432699168,0.0342340635011664,-0.862490820790762,0.0445524687785655,0.369333821656182,0.92355530034285,0.634929860392762,-0.0622369508255138,-0.0833786124623566,-0.190191692405698,0.0109629955433257,0.0502883929165644,-0.118300972125682,-0.0915693906152436,0.460825511231577,0.0485338302436738,-0.119471455872315,-1.91906956853053,-0.144478917222715,-1.137235291387,0.909353165682405,0.268018548502587,0.330285414513201,0.00151143329151442,-0.121769944928144,-0.0208080039044723,-0.0649559823132398,-0.0589424443711668,0.0201159263259624,0.00881532551080949,-0.119699828368087,0.251079737421138,0.0244769667885566,-0.111365511491522,-2.43493396114505,-0.0144808716273255,-0.389344688361097,0.327325041512959,0.0352391067054123,0.209004663815722,0.0576838056866899,-0.0482475638510378,-0.220356796007208,0.00102918183560589,0.113221308412402,0.0330645301071326,0.0791577958572307,-0.31093906710325,0.0694815623124295,-0.276035200963316,-0.0849114212801553,-1.7746589612514,-0.153106018931725,-0.19737866149845,0.415716188913211,0.37561008812394,0.938427812131122,-0.288390300936546,-9638.57825225718,-8345.84054026797,-8066.08645815504,-8033.24255224015,-8024.73464115382,-8021.72927693989,-8020.32161595107,-8019.07676175582,-8016.79441689047,-8014.01765535816,-8011.58391714464,NA,NA,2599.60661592796,730.343823231638,748.055634231734,309.842078051667,298.597838277193,140.598266598433,120.336264857679,106.104781295699,174.492066565588,3.08286071538441,NA,3,"test0_worse_conv",0,1,-8011.58391714464,3,"test0_worse_conv",34
35,"logit_random",-0.117144662660394,-0.260118446311958,0.0133096713957547,0.186067235811776,0.0159089321075122,-0.0306200399001182,-0.0624420128338702,0.227199171948379,0.0660732255745611,-0.0431448345200215,-1.33972203099704,-0.0945841590497237,-1.25079411453717,0.105763487070799,0.980704872226343,0.728325690301135,-0.212820397108153,-0.27801089113691,-0.415830194821026,-0.0572092937938247,0.00443833547568289,0.117306604229728,-0.0224050491705177,0.0861540244479834,-0.0850335395155228,-0.114506867436473,-0.420895369477971,0.0162509797675423,-0.728309697832253,0.354663260541856,0.84004272592254,0.962938013700768,-0.449326861496392,-0.0451327093851171,-0.127428036545208,-0.0467246881437803,0.00694253174843355,0.00205509108482628,0.37350201264303,-0.142550518270205,0.575908743810192,-0.477079990570348,-0.120218535096931,-1.57623964949891,0.0114879976115973,-0.653979522607361,0.818075830363668,0.717758434806019,0.278911433210596,-0.509573751928604,0.0267597198616904,-0.236102088997634,-0.107415033688575,-0.0433545908768901,0.021360575519745,-0.11575530300207,-0.291231857586625,0.21142597300541,-0.079694346822923,0.00985758991410338,-2.24148581717497,-0.103638541160218,-0.972865217511035,0.529582608616911,0.605829776441678,0.62760340357665,-0.275535168267297,-0.0286216070381042,-0.000186495008378501,-0.0128549270330409,-0.100727771771889,0.0250571066553541,0.222179349625851,-0.450067270139327,0.0576744324432921,-0.46723281226899,-0.0559776479920511,-1.19905223845278,-0.0330781460299437,-0.536308317942253,0.16441011082381,0.848551089786924,0.0931890286644921,0.437397827139835,-0.0829103293907404,0.13753474534256,-0.0790598438169006,-0.0325165977582976,0.0212425260993261,-0.0149823130000969,-0.421474887111302,0.218184882419226,-0.0897864323282842,-0.172265423712857,-0.0324824138381479,-0.0225175014196,-0.137000737317013,0.233029172774404,0.638389107640833,0.665360175715759,-0.564856766815411,-9384.50037355865,-8181.30309596723,-8032.81258301128,-8015.83045896068,-8013.63211116503,-8012.52889373604,-8006.50912284428,-8003.57109306418,-8002.56385641455,-8002.408498593,-8002.39080174134,NA,NA,3074.03412224623,832.844457401963,413.758857233006,283.914325656416,146.641273128477,171.8851344906,219.830743396655,53.5135759791171,19.589573102061,16.8569598145306,NA,3,"test0_worse_conv",0,1,-8002.39080174134,3,"test0_worse_conv",35
